book,chapter,verse,text_Tagalog,text_Hiligaynon
Exodus,9,5,"Ang Panginoon ay nagtakda ng panahon na sinasabi, “Bukas ay gagawin ng Panginoon ang bagay na ito sa lupain.”","Ginpahibalo sang Ginoo nga himuon niya ini pagkasunod nga adlaw,"
Exodus,9,6,Kinabukasan ay ginawa ng Panginoon ang bagay na iyon. Ang lahat ng hayop sa Ehipto ay namatay ngunit sa hayop ng mga anak ni Israel ay walang namatay kahit isa.,"kag ginhimo niya matuod ini. Nagkalamatay ang tanan nga kasapatan sang mga Egiptohanon nga ara sa uma, pero wala gid sing may napatay sa mga kasapatan sang mga Israelinhon."
Exodus,9,7,"Ang Faraon ay nagsugo, at walang namatay kahit isa sa kawan ng mga Israelita. Ngunit ang puso ni Faraon ay nagmatigas, at hindi niya pinayagang umalis ang taong-bayan. Ang Salot na Pigsa","Nagpadala ang hari sang mga tawo sa pag-usisa kon matuod nga wala sing may napatay sa mga kasapatan sang mga Israelinhon. Pero bisan nahibaluan niya nga matuod ini, matig-a gihapon ang iya tagipusuon kag wala niya pagpalakta ang mga Israelinhon. Ang mga Hubag"
Exodus,9,8,"Sinabi ng Panginoon kay Moises at kay Aaron, “Dumakot kayo ng isang dakot na abo sa hurno, at isaboy ito ni Moises sa himpapawid sa paningin ni Faraon.","Dayon nagsiling ang Ginoo kay Moises kag kay Aaron, “Magkuha kamo sang tag-isa ka hakop nga abo sa hurnohan kag isabwag ini ni Moises sa hangin sa atubangan sang hari."
Exodus,9,9,"Ito'y magiging pinong alabok sa buong lupain ng Ehipto, at magiging pigsang susugat sa tao, at sa hayop sa buong lupain ng Ehipto.”","Magalapta ini nga yab-ok sa bug-os nga Egipto, kag tungod sini magatubo ang mga hubag sa lawas sang mga tawo kag sang mga sapat.”"
Exodus,9,10,"Kaya't sila'y kumuha ng abo sa hurno, at tumayo sa harap ni Faraon. Isinaboy ito ni Moises sa himpapawid at naging pigsang sumusugat sa tao at sa hayop.","Gani nagkuha si Moises kag si Aaron sang abo sa hurnohan kag nagtindog sa atubangan sang hari. Ginsabwag ini ni Moises sa hangin, kag gintubuan sang mga hubag ang mga tawo kag mga sapat."
Exodus,9,11,Ang mga salamangkero ay hindi makatayo sa harap ni Moises dahil sa mga pigsa; sapagkat nagkapigsa ang mga salamangkero at ang lahat ng mga Ehipcio.,"Bisan ang mga madyikero indi makaatubang kay Moises, kay pati sila gintubuan man sang mga hubag pareho sa tanan nga Egiptohanon."
Exodus,9,12,Ngunit pinatigas ng Panginoon ang puso ng Faraon at hindi niya dininig sila gaya ng sinabi ng Panginoon kay Moises.,"Pero ginpatig-a pa gid sang Ginoo ang tagipusuon sang hari, kag wala gid siya nagpamati kay Moises kag kay Aaron, subong sang ginsiling sang Ginoo kay Moises. Ang Ulan nga Yelo"
Exodus,9,13,"Sinabi ng Panginoon kay Moises, “Bumangon kang maaga sa kinaumagahan, at tumayo ka sa harap ng Faraon. Sabihin mo sa kanya, ‘Ganito ang sabi ng Panginoon , ang Diyos ng mga Hebreo: Payagan mong umalis ang aking bayan upang sila'y makasamba sa akin.","Dayon nagsiling ang Ginoo kay Moises, “Aga ka pa magbangon buwas kag kadtui ang hari, kag silinga, ‘Amo ini ang ginasiling sang Ginoo , ang Dios sang mga Hebreo: Palakta ang akon katawhan agod makasimba sila sa akon."
Exodus,9,14,"Sapagkat ngayo'y ibubuhos ko na ang lahat ng aking salot sa iyo, sa iyong mga lingkod, at sa iyong bayan upang iyong malaman na walang tulad ko sa buong daigdig.","Kay kon indi gani, magapadala ako sang grabe gid nga kalalat-an nga magahalit sa imo, sa imo mga opisyal, kag sa imo katawhan agod mahibaluan mo nga wala na sang pareho sa akon sa bug-os nga kalibutan."
Exodus,9,15,"Sapagkat ngayo'y maaari ko nang iunat ang aking kamay upang dalhan ka ng salot at ang iyong bayan, at nawala ka na sana sa lupa.","Bisan sadto pa, puwede ko ikaw laglagon kag ang imo katawhan paagi sa balatian, kag wala ka na kuntani subong."
Exodus,9,16,"Subalit dahil sa layuning ito ay binuhay kita, upang maipakita sa iyo ang aking kapangyarihan, at ang aking pangalan ay mahayag sa buong daigdig.",Pero gintugutan ko ikaw nga mabuhi para sa sini nga katuyuan: agod mapakita ko sa imo ang akon gahom kag agod mangin bantog ang akon ngalan sa bug-os nga kalibutan.
Exodus,9,17,"Nagmamalaki ka pa ba laban sa aking bayan, at ayaw mo silang paalisin?","Pero nagapabugal ka gihapon sa akon katawhan, kag wala mo sila gintugutan nga maglakat."
Exodus,9,18,"Bukas, sa ganitong oras, ay magpapabagsak ako ng mabibigat na yelong ulan na kailanma'y hindi pa nangyari sa Ehipto mula nang araw na itatag ito hanggang ngayon.","Gani buwas, sa amo man sini nga oras, paulanon ko sang yelo nga puwerte kabaskog, nga wala pa gid matabo sa Egipto halin sang pagtukod sini."
Exodus,9,19,"Ngayon nga'y magsugo ka, ipasilong mo ang iyong mga hayop at lahat ng iyong pag-aari sa parang; bawat tao at hayop na maabutan sa parang at hindi maisilong ay babagsakan ng yelong ulan at mamamatay.’”","Gani magsugo ka gilayon nga pasilungan ang tanan mo nga kasapatan kag ang tanan mo nga ulipon nga ara sa uma, kay ang tanan nga ara sa guwa, tawo man ukon sapat, magakalamatay kon matup-an sang ulan nga yelo.’ ”"
Exodus,9,20,Ang bawat natakot sa salita ng Panginoon sa mga lingkod ni Faraon ay nagpauwi ng kanyang mga alipin at ng kanyang hayop sa mga bahay;,"Ang iban nga mga opisyal sang hari hinadlukan sa ginsiling sang Ginoo , gani dali-dali nila nga ginpapasilong ang ila mga ulipon kag mga kasapatan."
Exodus,9,21,ngunit ang nagwalang bahala sa salita ng Panginoon ay pinabayaan ang kanyang mga alipin at ang kanyang kawan sa parang. Ang Mabibigat na Yelong Ulan,Pero may iban nga wala nagsapak sa ginsiling sang Ginoo ; ginpabay-an nila sa guwa ang ila mga ulipon kag mga kasapatan.
Exodus,9,22,"Sinabi ng Panginoon kay Moises, “Iunat mo ang iyong kamay paharap sa langit upang magkaroon ng yelong ulan sa buong lupain ng Ehipto na babagsak sa mga tao, sa mga hayop, at sa bawat mga halaman sa parang sa buong lupain ng Ehipto.”","Dayon nagsiling ang Ginoo kay Moises, “Ibayaw ang imo baston sa langit agod magaulan sang yelo sa bug-os nga Egipto—sa mga tawo, sa mga sapat kag sa tanan nga tanom.”"
Exodus,9,23,"Kaya't iniunat ni Moises ang kanyang tungkod paharap sa langit, at ang Panginoon ay nagpadala ng kulog at yelong ulan, at may apoy na bumagsak sa lupa. At ang Panginoon ay nagpaulan ng yelo sa lupain ng Ehipto.","Gani sang ginbayaw ni Moises ang iya baston sa langit, ginpadaguob sang Ginoo , ginpaulan sang yelo kag ginpakilat. Ang mga yelo nga ginpaulan sang Ginoo sa duta sang Egipto"
Exodus,9,24,"Sa gayo'y nagkaroon ng yelong ulan at ng apoy na sumisiklab sa gitna ng yelong ulan, at ang gayong napakabigat na yelong ulan ay di nangyari kailanman sa buong lupain ng Ehipto mula nang maging bansa ito.","amo ang pinakagrabe halin sang nangin isa ka nasyon ang Egipto. Samtang nagaulan sang mga yelo, sige ang pangilat."
Exodus,9,25,"Binagsakan ng yelong ulan ang buong lupain ng Ehipto, ang lahat na nasa parang, maging tao at maging hayop, pati ang lahat ng halaman sa parang, at binali ang lahat ng punungkahoy.","Ang tanan nga tawo kag sapat nga ara sa guwa nahalitan, pati ang tanan nga tanom kag kahoy."
Exodus,9,26,Sa lupain lamang ng Goshen na kinaroroonan ng mga anak ni Israel hindi nagkaroon ng yelong ulan.,Ang wala lang maulanan sang yelo amo ang Goshen nga sa diin nagaestar ang mga Israelinhon.
Exodus,9,27,"Ang Faraon ay nagsugo at ipinatawag sina Moises at Aaron at sinabi sa kanila, “Ako'y nagkasala sa pagkakataong ito; ang Panginoon ay matuwid samantalang ako at ang aking bayan ay masama.","Ginpatawag dayon sang hari si Moises kag si Aaron. Nagsiling siya sa ila, “Sini nga tion ginaako ko nga nakasala ako. Husto ang Ginoo ; kag ako kag ang akon katawhan amo ang sayop."
Exodus,9,28,"Pakiusapan ninyo ang Panginoon , sapagkat nagkaroon na ng sapat na kulog at yelong ulan. Papayagan kong umalis na kayo at hindi na kayo mananatili pa.”",Pangabaya ang Ginoo nga untatan na niya ining puwerte nga daguob kag ulan nga yelo. Palakton ko na kamo; indi na kamo dapat magpabilin pa diri.”
Exodus,9,29,"Sinabi ni Moises sa kanya, “Pagkalabas ko sa lunsod, aking iuunat ang aking mga kamay sa Panginoon ; ang mga kulog ay titigil, at hindi na magkakaroon pa ng yelong ulan upang iyong malaman na ang daigdig ay sa Panginoon .","Nagsabat si Moises, “Kon makaguwa na ako sa siyudad, bayawon ko ang akon mga kamot sa pagpangamuyo sa Ginoo . Dayon magauntat ang daguob kag indi na mag-ulan sang yelo, agod mahibaluan mo nga ang kalibutan iya sang Ginoo ."
Exodus,9,30,"Ngunit tungkol sa iyo at sa iyong mga lingkod, alam ko na hindi pa kayo natatakot sa Panginoong Diyos.”",Pero nahibaluan ko nga ikaw kag ang imo mga opisyal wala gihapon nagakahadlok sa Ginoong Dios.”
Exodus,9,31,Ang lino at ang sebada ay nasira sapagkat ang sebada ay nag-uuhay na at ang lino ay namumulaklak na.,(Nagkalapierdi ang mga tanom nga flax kag barley kay alanihon na sadto ang mga barley kag nagapamulak na ang mga flax.
Exodus,9,32,Subalit ang trigo at ang espelta ay hindi nasira sapagkat hindi pa tumutubo.,Pero wala nagkalapierdi ang mga trigo kag espelta kay indi pa ini alanihon.)
Exodus,9,33,"Kaya't si Moises ay lumabas sa lunsod mula sa Faraon, at iniunat ang kanyang mga kamay sa Panginoon . Ang mga kulog at ang yelong ulan ay tumigil at ang ulan ay hindi na bumuhos sa lupa.","Naghalin si Moises sa hari kag nagguwa sa siyudad. Ginbayaw niya ang iya mga kamot sa pagpangamuyo sa Ginoo ; kag nag-untat ang daguob, ang pagtupa sang mga yelo, kag ang ulan."
Exodus,9,34,"Ngunit nang makita ng Faraon na ang ulan, ang yelong ulan at ang mga kulog ay tumigil, muli siyang nagkasala at nagmatigas ang kanyang puso, pati ang kanyang mga lingkod.","Pagkakita sang hari nga nag-untat na ang ulan, ang mga yelo, kag ang daguob, nagpakasala siya liwat. Ginpatig-a niya kag sang iya mga opisyal ang ila tagipusuon."
Exodus,9,35,Ang puso ng Faraon ay nagmatigas at hindi niya pinayagang umalis ang bayan ng Israel; gaya ng sinabi ng Panginoon sa pamamagitan ni Moises.,"Sa katig-a sang iya tagipusuon wala niya pagpalakta ang mga Israelinhon, subong sang ginsiling sang Ginoo paagi kay Moises."
Exodus,10,1,"Pagkatapos ay sinabi ng Panginoon kay Moises, “Puntahan mo ang Faraon, sapagkat aking pinatigas ang puso niya at ng kanyang mga lingkod, upang aking maipakita itong aking mga tanda sa gitna nila,","Dayon nagsiling ang Ginoo kay Moises, “Kadtui ang hari sang Egipto, kay ginpatig-a ko ang iya tagipusuon kag ang tagipusuon sang iya mga opisyal, agod padayon ko nga mapakita sa ila ining akon mga milagro,"
Exodus,10,2,"at upang iyong maisalaysay sa mga pandinig ng iyong anak, at sa anak ng iyong anak, kung anong mga bagay ang ginawa ko sa Ehipto, at ang aking mga tandang ginawa sa gitna nila, upang inyong malaman na ako ang Panginoon .”",kag agod masugid ninyo sa inyo mga anak kag mga apo kon paano ko ginsilutan ang mga Egiptohanon kag kon paano ako naghimo sang mga milagro sa ila. Sa sini nga paagi mahibaluan ninyo nga ako amo ang Ginoo .”
Exodus,10,3,"Kaya't pinuntahan nina Moises at Aaron ang Faraon at sinabi sa kanya, “Ganito ang sabi ng Panginoon , ang Diyos ng mga Hebreo, ‘Hanggang kailan ka tatangging magpakumbaba sa harap ko? Payagan mo nang umalis ang aking bayan, upang sila'y makasamba sa akin.","Gani nagkadto si Moises kag si Aaron sa hari kag nagsiling sa iya, “Amo ini ang ginasiling sang Ginoo , ang Dios sang mga Hebreo, ‘Hasta san-o ka pa bala nga indi magpaubos sa akon? Palakta ang akon katawhan agod makasimba sila sa akon."
Exodus,10,4,"Sapagkat kung tatanggihan mong paalisin ang aking bayan, bukas ay magdadala ako ng mga balang sa iyong lupain.","Kon indi mo gani sila pagpalakton, padal-an ko buwas sang mga apan ang imo nasyon."
Exodus,10,5,"Kanilang tatakpan ang ibabaw ng lupain, kaya't walang makakakita ng lupa. Kanilang kakainin ang naiwan sa inyo pagkaraan ng yelong ulan at kanilang kakainin ang bawat punungkahoy mo sa parang.","Tungod sa ila kadamo, indi na makita ang duta. Pagakaunon nila ang nabilin nga mga tanom nga wala mapierdi sang ulan nga yelo, pati ang tanan ninyo nga mga kahoy."
Exodus,10,6,"Ang inyong mga bahay ay mapupuno, ang mga bahay ng lahat mong lingkod, at ang mga bahay ng mga Ehipcio, na hindi nakita ng inyong mga magulang ni ng inyong mga ninuno, mula nang araw na sila'y mapasa daigdig hanggang sa araw na ito.’” At siya'y tumalikod at nilisan ang Faraon.",Mapuno sang mga apan ang imo palasyo kag ang mga balay sang imo mga opisyal kag mga katawhan. Wala gid sing may nakita nga pareho sini sa duta sang Egipto halin sang pag-abot diri sang inyo mga katigulangan hasta subong.’ ” Dayon nagtalikod sila ni Moises kag naglakat.
Exodus,10,7,"Sinabi ng mga lingkod ng Faraon sa kanya, “Hanggang kailan magiging isang bitag sa atin ang taong ito? Hayaan mo nang umalis ang mga taong iyan upang sila'y makapaglingkod sa Panginoon nilang Diyos; hindi mo pa ba nauunawaan na ang Ehipto ay wasak na?”","Nagsiling ang mga opisyal sang hari sa iya, “Hasta san-o mo pa bala pabay-an ini nga kalamidad nga maghalit sa aton? Palakta na ang mga Israelinhon, agod makasimba sila sa Ginoo nga ila Dios. Wala mo bala nareyalisar nga guba na ang Egipto?”"
Exodus,10,8,"Kaya't sina Moises at Aaron ay pinabalik sa Faraon at kanyang sinabi sa kanila, “Humayo kayo, maglingkod kayo sa Panginoon ninyong Diyos; subalit sinu-sino ang aalis?”","Gani ginpabalik liwat si Moises kag si Aaron sa hari. Nagsiling ang hari sa ila, “Sige, makalakat na kamo sa pagsimba sa Ginoo nga inyo Dios. Pero sugiri ninyo ako kon sin-o ang inyo updon sa paglakat.”"
Exodus,10,9,"Sinabi ni Moises, “Kami ay aalis kasama ang aming mga bata at matatanda, kasama ang aming mga anak na lalaki at babae, mga kawan at mga baka, sapagkat kami ay kailangang magdiwang ng isang pista sa Panginoon .”","Nagsabat si Moises, “Malakat kami tanan, bata kag tigulang. Dal-on namon ang amon mga kabataan kag mga kasapatan, kay tanan kami magasaulog sang piesta para sa Ginoo .”"
Exodus,10,10,"Kanyang sinabi sa kanila, “Sumainyo nawa ang Panginoon , kung kayo'y aking papayagan, at ang inyong maliliit na umalis! Tingnan ninyo, mayroon kayong masamang binabalak.","Nagsiling ang hari nga may pag-insulto , “Kabay pa nga updan kamo sang Ginoo kon palakton ko kamo kag ang inyo pamilya! Maathag nga malain ang inyo tuyo kay malagyo kamo ."
Exodus,10,11,"Hindi, hindi kailanman! Maaaring umalis ang inyong mga kalalakihan at sumamba sa Panginoon , sapagkat iyan ang inyong hinihingi.” At sila'y ipinagtabuyan mula sa harap ng Faraon. Ang Salot ng mga Balang","Indi ako magsugot! Ang mga lalaki lang ang maglakat agod magsimba sa Ginoo , kon amo gid man ina ang inyo gusto.” Ginpahalin dayon si Moises kag si Aaron sa atubangan sang hari."
Exodus,10,12,"Pagkatapos, sinabi ng Panginoon kay Moises, “Iunat mo ang iyong kamay sa lupain ng Ehipto, upang dumating dito ang mga balang at kainin ang lahat ng halaman sa lupain, maging ang lahat ng iniwan ng yelong ulan.”","Nagsiling dayon ang Ginoo kay Moises, “Itudlo ang imo baston sa duta sang Egipto agod mag-abot ang mga apan, kag kaunon nila ang nabilin nga mga tanom nga wala mapierdi sang ulan nga yelo.”"
Exodus,10,13,"Kaya't iniunat ni Moises ang kanyang tungkod sa lupain ng Ehipto, at ang Panginoon ay nagpahihip ng hanging amihan sa lupain ng buong araw na iyon at ng buong gabi; at nang mag-umaga ay dinala ng hanging amihan ang mga balang.","Gani gintudlo ni Moises ang iya baston sa duta sang Egipto, kag nagpadala ang Ginoo sang hangin nga halin sa sidlangan sa bilog nga adlaw kag gab-i. Pagkaaga nagdala ang hangin sang mga apan"
Exodus,10,14,Ang mga balang ay lumapag sa buong lupain ng Ehipto at dumagsa sa lahat ng hangganan ng Ehipto; totoong napakakapal ng mga balang na hindi nangyari noon at hindi na mangyayari pa.,"nga puwerte kadamo, kag naghugpa ini sa bug-os nga Egipto. Wala pa gid sing pareho sadto nga pagsalakay sang apan halin sang una kag bisan sang ulihi."
Exodus,10,15,"Sapagkat tinakpan ng mga iyon ang ibabaw ng buong lupain, kaya't ang lupain ay nagdilim. Kinain nila ang lahat ng halaman sa lupain at ang lahat na bunga ng mga punungkahoy na iniwan ng yelong ulan at walang natirang anumang sariwang bagay, maging sa punungkahoy o sa halaman sa parang, sa buong lupain ng Ehipto.","Nagtabon sila sa bug-os nga duta sang Egipto hasta nga daw nag-itom ang duta. Ginpangaon nila ang nabilin nga mga tanom nga wala mapierdi sang ulan nga yelo, pati ang tanan nga bunga sang kahoy. Wala gid sing may nabilin nga tanom sa bug-os nga Egipto."
Exodus,10,16,"Pagkatapos ay nagmamadaling ipinatawag ng Faraon sina Moises at Aaron at kanyang sinabi, “Ako'y nagkasala laban sa Panginoon ninyong Diyos at laban sa inyo.","Dali-dali nga ginpatawag sang hari si Moises kag si Aaron, kag ginsilingan, “Nakasala ako sa Ginoo nga inyo Dios kag sa inyo."
Exodus,10,17,"Ipatawad mo ang aking kasalanan, ngayon na lamang at hilingin ninyo sa Panginoon ninyong Diyos, ilayo man lamang sa akin ang nakakamatay na bagay na ito.”","Gani patawara ninyo ako liwat, kag magpangamuyo kamo sa Ginoo nga inyo Dios nga kuhaon niya ining makamamatay nga kalalat-an sa akon.”"
Exodus,10,18,Kaya't iniwan niya ang Faraon at nakiusap sa Panginoon .,Ginbayaan dayon ni Moises ang hari kag nagpangamuyo sa Ginoo .
Exodus,10,19,"Pinabalik ng Panginoon ang isang napakalakas na hanging habagat na siyang tumangay sa mga balang, at itinaboy ang mga ito sa Dagat na Pula; walang natira kahit isang balang sa buong nasasakupan ng Ehipto.","Nagsabat ang Ginoo paagi sa pagpadala sang mabaskog nga hangin nga halin sa nakatundan, kag ginpalid sini ang mga apan sa Mapula nga Dagat. Wala na gid sing apan nga nabilin sa bug-os nga Egipto."
Exodus,10,20,Subalit pinatigas ng Panginoon ang puso ni Faraon at hindi niya pinayagang umalis ang mga anak ni Israel. Ang Salot na Kadiliman,"Pero ginpatig-a gihapon sang Ginoo ang tagipusuon sang hari, kag wala niya pagpalakta ang mga Israelinhon. Ang Kadulom"
Exodus,10,21,"Sinabi ng Panginoon kay Moises, “Iunat mo ang iyong kamay paharap sa langit, upang magdilim sa lupain ng Ehipto ng isang kadilimang mararamdaman.”","Dayon nagsiling ang Ginoo kay Moises, “Ibayaw ang imo kamot sa langit agod tabunan sang puwerte nga kadulom ang duta sang Egipto.”"
Exodus,10,22,"Kaya't iniunat ni Moises ang kanyang kamay paharap sa langit, at nagkaroon ng makapal na kadiliman sa buong lupain ng Ehipto ng tatlong araw.","Gani ginbayaw ni Moises ang iya kamot sa langit, kag nagdulom gid sa bug-os nga duta sang Egipto sa sulod sang tatlo ka adlaw."
Exodus,10,23,"Sila'y hindi magkakitaan, at walang tumindig na sinuman sa kinaroroonan niya sa loob ng tatlong araw; ngunit lahat ng mga anak ni Israel ay may liwanag sa kanilang tirahan.",Wala sing may nagguwa nga mga Egiptohanon sa ila balay sa sulod sang tatlo ka adlaw kay indi sila makakita. Pero ang mga Israelinhon iya may kasanag sa ila lugar nga ginaestaran.
Exodus,10,24,"Ipinatawag ng Faraon si Moises at sinabi, “Humayo kayo, maglingkod kayo sa Panginoon ; iwan lamang ninyo ang inyong mga kawan at ang inyong mga baka. Isama na rin ninyo ang inyong mga anak.”","Ginpatawag dayon sang hari si Moises kag ginsilingan, “Sige, magsimba na kamo sa Ginoo . Dal-a pati ang inyo mga pamilya, pero ibilin lang ang inyo mga kasapatan.”"
Exodus,10,25,"Ngunit sinabi ni Moises, “Dapat ding magbigay ka sa aming kamay ng mga alay at mga handog na sinusunog upang aming maihandog sa Panginoon naming Diyos.","Pero nagsabat si Moises, “Kinahanglan nga dal-on namon ang amon mga kasapatan agod makahalad kami sang mga halad, pati na sang mga halad nga ginasunog para sa Ginoo nga amon Dios."
Exodus,10,26,"Ang aming hayop ay isasama rin namin; wala kahit isang paa na maiiwan, sapagkat kailangang pumili kami ng ilan sa mga iyon para sa pagsamba sa Panginoon naming Diyos. Hindi namin nalalaman kung ano ang aming gagamitin sa pagsamba sa Panginoon , hanggang sa kami ay dumating doon.”","Dal-on gid namon ang tanan namon nga kasapatan; wala gid sing may mabilin bisan isa sa ila, kay wala kami kahibalo kon ano nga sapat ang ipahalad sang Ginoo sa amon. Mahibaluan lang namon ini kon didto na kami.”"
Exodus,10,27,Subalit pinatigas ng Panginoon ang puso ng Faraon at hindi niya pinayagang umalis sila.,"Pero ginpatig-a gihapon sang Ginoo ang tagipusuon sang hari, kag wala niya sila pagpalakta."
Exodus,10,28,"Sinabi ng Faraon sa kanya, “Umalis ka sa harap ko! Tiyakin mong huwag nang makitang muli ang aking mukha, sapagkat sa araw na iyong makita ang aking mukha ay mamamatay ka.”","Nagsiling ang hari kay Moises, “Halin ka sa akon atubangan! Indi ka na magpakita sa akon liwat, kay kon makit-an ko pa gani ikaw, ipapatay ko ikaw.”"
Exodus,10,29,"Sinabi ni Moises, “Gaya ng sinabi mo! Hindi ko na muling makikita ang iyong mukha.”","Nagsabat si Moises, “Kon amo ina ang gusto mo, indi na ako magpakita sa imo liwat.”"
Exodus,11,1,"Sinabi ng Panginoon kay Moises, “May isa pa akong salot na dadalhin sa Faraon at sa Ehipto. Pagkatapos nito ay papahintulutan niya kayong umalis dito. Kapag pumayag na siyang kayo'y umalis, kayo'y itataboy niyang papalayo.","Nakasiling sadto ang Ginoo kay Moises, “Padal-an ko sang isa pa ka kalalat-an ang hari kag ang Egipto. Pagkatapos sina, palakton na niya kamo. Tabugon pa gani niya kamo tungod nga gusto na gid niya nga maghalin kamo."
Exodus,11,2,"Magsalita ka ngayon sa pandinig ng bayan at humingi ang bawat lalaki sa kanyang kapwa, at bawat babae sa kanyang kapwa ng mga alahas na pilak, at ng mga alahas na ginto.”","Silinga ang mga Israelinhon, lalaki kag babayi, nga magpangayo sila sa ila mga kaingod nga mga Egiptohanon sang mga alahas nga pilak kag bulawan.”"
Exodus,11,3,"Binigyan ng Panginoon ang bayan ng biyaya sa paningin ng mga Ehipcio. Bukod dito, ang lalaking si Moises ay naging dakila sa lupain ng Ehipto, sa paningin ng mga lingkod ng Faraon, at sa paningin ng mga tao.",(Ginbuot sang Ginoo nga magmaayo ang mga Egiptohanon sa mga Israelinhon. Kag gintahod gid si Moises sang mga opisyal sang hari kag sang mga pumuluyo sang Egipto.)
Exodus,11,4,"Sinabi ni Moises, “Ganito ang sinasabi ng Panginoon : Sa hatinggabi ay lalabas ako sa gitna ng Ehipto.","Gani nagsiling si Moises sa hari, “Amo ini ang ginasiling sang Ginoo : ‘Magalabay ako sa Egipto sa mga tungang gab-i,"
Exodus,11,5,"Lahat ng mga panganay sa lupain ng Ehipto ay mamamatay, mula sa panganay ng Faraon na nakaupo sa kanyang trono, hanggang sa panganay ng aliping babaing nasa likuran ng gilingan, at ang lahat ng mga panganay ng mga hayop.","kag magakalamatay ang mga kamagulangan nga lalaki sa Egipto, halin sa kamagulangan sang hari, nga amo ang magabulos sa trono, pakadto sa kamagulangan sang pinakakubos nga ulipon nga babayi. Pati ang tanan nga kamagulangan sang mga kasapatan magakalamatay man."
Exodus,11,6,"Magkakaroon ng malakas na panaghoy sa buong lupain ng Ehipto, na hindi pa nagkaroon ng tulad nito at hindi na muling magkakaroon pa.","Mabatian ang puwerte nga paghinibi sa bug-os nga Egipto nga wala pa gid matabo halin sang una, kag wala na sing may matabo pa nga pareho sini."
Exodus,11,7,"Subalit sa bayan ng Israel, maging tao o hayop ay walang uungol kahit aso, upang inyong malaman na naglalagay ang Panginoon ng pagkakaiba sa mga Ehipcio at sa Israel.",Pero sa mga Israelinhon iya malinong; bisan taghol sang ido indi mabatian.’ Sa sini nga paagi mahibaluan ninyo nga lain ang pagtratar sang Ginoo sa mga Israelinhon sang sa mga Egiptohanon.
Exodus,11,8,"Ang lahat ng mga lingkod mong ito ay dudulog at yuyukod sa akin, na sinasabi, ‘Umalis ka at ang buong bayan na sumusunod sa iyo.’ Pagkatapos niyon ay aalis ako.” At siya'y umalis sa harap ng Faraon na may matinding galit.","Kag ang tanan mo nga opisyal magapalapit sa akon nga nagasaludo kag magasiling, ‘Lakat ka na upod sa mga tawo nga nagasunod sa imo!’ Pagkatapos sina, malakat ako.” Dayon naghalin si Moises sa atubangan sang hari nga puwerte ang iya kaakig."
Exodus,11,9,"Sinabi ng Panginoon kay Moises, “Hindi kayo papakinggan ng Faraon, upang ang aking mga kababalaghan ay dumami sa lupain ng Ehipto.”","Nagsiling sadto ang Ginoo kay Moises, “Indi magpamati ang hari sa imo agod madamo pa nga milagro ang himuon ko sa Egipto.”"
Exodus,11,10,"Ginawa nina Moises at Aaron ang lahat ng mga kababalaghang ito sa harap ng Faraon; ngunit pinatigas ng Panginoon ang puso ng Faraon, at hindi niya pinahintulutan ang mga anak ni Israel na lumabas sa kanyang lupain.","Ini nga mga milagro ginhimo ni Moises kag ni Aaron sa atubangan sang hari, pero ginpatig-a sang Ginoo ang tagipusuon sang hari, kag wala pagtuguti sang hari nga maghalin ang mga Israelinhon sa iya nasyon."
Exodus,12,1,"Ang Panginoon ay nagsalita kina Moises at Aaron sa lupain ng Ehipto, na sinasabi,","Dayon nagsiling ang Ginoo kay Moises kag kay Aaron didto sa Egipto,"
Exodus,12,2,“Ang buwang ito'y magiging pasimula ng inyong mga buwan; ito ang magiging unang buwan ng taon para sa inyo.,"“Sugod subong, ini nga bulan amo ang una nga bulan sang tuig para sa inyo."
Exodus,12,3,"Sabihin ninyo sa buong kapulungan ng Israel: sa ikasampung araw ng buwang ito ay kukuha ang bawat lalaki sa kanila ng isang kordero, ayon sa mga sambahayan ng kani-kanilang mga ninuno, isang kordero sa bawat sambahayan.","Ipahibalo ninyo sa bug-os nga katilingban sang Israel nga sa ikanapulo nga adlaw sang sini nga bulan, ang kada pamilya magpreparar sang isa ka karnero ukon kanding."
Exodus,12,4,"Kung ang sambahayan ay napakaliit para sa isang kordero, siya at ang kanyang malapit na kapitbahay ay magsasalu-salo sa isa ayon sa bilang ng mga tao; gagawin ninyo ang pagbilang sa kordero ayon sa makakain ng bawat tao.","Kon ang isa ka pamilya gamay lang nga indi makaubos sang isa ka karnero, mag-ambitanay sila sang ila kaingod. Partidahon nila ini suno sa ila kadamuon kag suno sa makaon sang kada tawo."
Exodus,12,5,"Ang inyong kordero ay walang kapintasan, isang lalaki na isang taong gulang; inyong kukunin ito sa mga tupa o sa mga kambing.",Kinahanglan ang karnero ukon kanding nga pilion ninyo lalaki nga isa pa lang ka tuig kag wala sing deperensya.
Exodus,12,6,"Iyon ay inyong iingatan hanggang sa ikalabing-apat na araw ng buwang ito, at papatayin ng buong kapulungan ng kapisanan ng Israel ang kanilang mga kordero sa paglubog ng araw.",Atipanon ninyo ini hasta sa sirom sang ika-14 nga adlaw sang sini nga bulan nga amo ang tion nga ang bug-os nga katilingban sang Israel mag-ihaw sang sini nga mga sapat.
